model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	0.62727018	-0.97689043	0.34041437	4	0.67281519	-0.27559729	0.67593601	-0.27635342	1.25	1	0.31924538	0.35505129	0.31965132	0.35533687	0.91549271	-0.97689043	nan	nan	nan	nan	nan	0.96583715	-0.65308893	nan	nan	nan	nan	-4.865869	R0:N6:S0:1	0.96583715	20a4d9d	v2.1.5	 2.85e-02	 6.46e-03	 1.93e-03	general_bath_1D.py	2023-07-27@13:57
2L_4b_gen	0.61859131	-0.97475707	0.32310434	4	0.66045301	-0.27164536	0.66469294	-0.27256952	1.25	1	0.3156949	0.35537545	0.31624008	0.35574873	0.91487648	-0.97475707	nan	nan	nan	nan	nan	0.96346466	-0.65058553	nan	nan	nan	nan	-4.8485608	R0:N6:S0:1	0.96346466	20a4d9d	v2.1.5	 2.86e-02	 2.73e-03	 4.03e-03	general_bath_1D.py	2023-07-27@13:58
2L_4b_gen	0.62216398	-0.97791194	0.33872385	4	0.66524332	-0.27341213	0.66883154	-0.27424025	1.25	1	0.31777367	0.35378737	0.31823408	0.35411194	0.91487702	-0.97791194	nan	nan	nan	nan	nan	0.96189936	-0.65360435	nan	nan	nan	nan	-4.85533	R0:N6:S0:1	0.96189936	20a4d9d	v2.1.5	 2.78e-02	 7.42e-03	 4.08e-03	general_bath_1D.py	2023-07-27@13:59
2L_4b_gen	0.6251031	-0.97611469	0.33948429	4	0.68012762	-0.27483155	0.68308752	-0.27578679	1.25	1	0.32020348	0.35377712	0.32062771	0.35409161	0.91407045	-0.97611469	nan	nan	nan	nan	nan	0.96308753	-0.65236789	nan	nan	nan	nan	-4.8617141	R0:N6:S0:1	0.96308753	20a4d9d	v2.1.5	 2.82e-02	 3.84e-03	 1.91e-03	general_bath_1D.py	2023-07-27@14:00

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	0.62552087	-0.97877152	0.374958	4	0.67249013	-0.27338719	0.67584379	-0.27411466	1.35	1	0.31927281	0.3541691	0.31969533	0.35446595	0.94735382	-0.97877152	nan	nan	nan	nan	nan	0.97120365	-0.65502307	nan	nan	nan	nan	-5.0499089	R0:N6:S0:1	0.97120365	20a4d9d	v2.1.5	 1.78e-02	 1.11e-01	 1.00e+06	general_bath_1D.py	2023-07-27@14:00
2L_4b_gen	0.75738158	-0.97528244	0.37425607	4	0.88537052	-0.33813846	0.88436903	-0.3381054	1.35	1	0.34103102	0.36935179	0.3409641	0.36929488	0.9539528	-0.97528244	nan	nan	nan	nan	nan	0.97843128	-0.66500968	nan	nan	nan	nan	-5.3126109	R0:N6:S0:1	0.97843128	20a4d9d	v2.1.5	 1.57e-02	 5.11e-02	 3.54e-02	general_bath_1D.py	2023-07-27@14:01
2L_4b_gen	0.79971064	-0.97328018	0.37245411	4	0.9848164	-0.36023603	0.98408873	-0.36018352	1.35	1	0.34577568	0.37520559	0.34572158	0.37516462	0.95310075	-0.97328018	nan	nan	nan	nan	nan	0.98356236	-0.66886346	nan	nan	nan	nan	-5.3973447	R0:N6:S0:1	0.98356236	20a4d9d	v2.1.5	 1.60e-02	 7.26e-03	 1.22e-02	general_bath_1D.py	2023-07-27@14:02
2L_4b_gen	0.7939362	-0.97247999	0.37325375	4	0.99906989	-0.35830323	0.99830434	-0.35828523	1.35	1	0.34372886	0.37590879	0.34368072	0.37586925	0.95099611	-0.97247999	nan	nan	nan	nan	nan	0.98497495	-0.6697602	nan	nan	nan	nan	-5.385962	R0:N6:S0:1	0.98497495	20a4d9d	v2.1.5	 1.64e-02	 3.09e-03	 3.59e-03	general_bath_1D.py	2023-07-27@14:03
2L_4b_gen	0.78369838	-0.97375623	0.37420997	4	0.99533474	-0.35355172	0.99459592	-0.3536087	1.35	1	0.3423487	0.375417	0.34232047	0.37539899	0.95018521	-0.97375623	nan	nan	nan	nan	nan	0.98580626	-0.67084694	nan	nan	nan	nan	-5.3657114	R0:N6:S0:1	0.98580626	20a4d9d	v2.1.5	 1.67e-02	 5.77e-03	 2.34e-03	general_bath_1D.py	2023-07-27@14:04
2L_4b_gen	0.77777618	-0.97072393	0.3724309	4	0.98425139	-0.35057004	0.98348698	-0.35064296	1.35	1	0.34136975	0.37501259	0.34133967	0.37499241	0.94973484	-0.97072393	nan	nan	nan	nan	nan	0.98475942	-0.66776177	nan	nan	nan	nan	-5.3539135	R0:N6:S0:1	0.98475942	20a4d9d	v2.1.5	 1.69e-02	 1.01e-03	 1.52e-03	general_bath_1D.py	2023-07-27@14:05
2L_4b_gen	0.77808548	-0.97037284	0.37025621	4	0.9823613	-0.35087734	0.98163457	-0.35095385	1.35	1	0.34105681	0.37437901	0.34103549	0.37436416	0.95186922	-0.97037284	nan	nan	nan	nan	nan	0.98499063	-0.66779137	nan	nan	nan	nan	-5.3541951	R0:N6:S0:1	0.98499063	20a4d9d	v2.1.5	 1.65e-02	 5.53e-03	 1.06e-03	general_bath_1D.py	2023-07-27@14:06
2L_4b_gen	0.78485046	-0.97310372	0.37375832	4	0.99279019	-0.35433825	0.99212204	-0.35437324	1.35	1	0.34181802	0.37498147	0.34179218	0.37495841	0.95118062	-0.97310372	nan	nan	nan	nan	nan	0.98563129	-0.67049995	nan	nan	nan	nan	-5.3678722	R0:N6:S0:1	0.98563129	20a4d9d	v2.1.5	 1.65e-02	 2.10e-03	 1.63e-03	general_bath_1D.py	2023-07-27@14:06
2L_4b_gen	0.78165182	-0.970495	0.3690181	4	0.98904061	-0.35256574	0.98827436	-0.35261913	1.35	1	0.34169531	0.37512788	0.34166004	0.37510398	0.94989265	-0.970495	nan	nan	nan	nan	nan	0.98457184	-0.66797805	nan	nan	nan	nan	-5.3615499	R0:N6:S0:1	0.98457184	20a4d9d	v2.1.5	 1.67e-02	 1.43e-03	 1.26e-03	general_bath_1D.py	2023-07-27@14:07
2L_4b_gen	0.77846488	-0.97036444	0.36936516	4	0.98658516	-0.35124697	0.98592031	-0.35130056	1.35	1	0.34134456	0.37436586	0.34132075	0.37434335	0.94909055	-0.97036444	nan	nan	nan	nan	nan	0.98489061	-0.66791505	nan	nan	nan	nan	-5.3553367	R0:N6:S0:1	0.98489061	20a4d9d	v2.1.5	 1.70e-02	 4.28e-03	 7.10e-04	general_bath_1D.py	2023-07-27@14:08
2L_4b_gen	0.77347579	-0.97091612	0.37154529	4	0.97844776	-0.34872068	0.97778744	-0.3487963	1.35	1	0.34057102	0.37378454	0.34055263	0.37376856	0.95175849	-0.97091612	nan	nan	nan	nan	nan	0.98457187	-0.66798481	nan	nan	nan	nan	-5.3449893	R0:N6:S0:1	0.98457187	20a4d9d	v2.1.5	 1.63e-02	 9.02e-03	 1.10e-03	general_bath_1D.py	2023-07-27@14:09
2L_4b_gen	0.78693955	-0.9730524	0.37216656	4	0.9951252	-0.35524108	0.99439807	-0.35526707	1.35	1	0.34244738	0.37538317	0.34241063	0.37535857	0.94775716	-0.9730524	nan	nan	nan	nan	nan	0.9837625	-0.67032957	nan	nan	nan	nan	-5.3720659	R0:N6:S0:1	0.9837625	20a4d9d	v2.1.5	 1.71e-02	 1.25e-02	 2.64e-03	general_bath_1D.py	2023-07-27@14:10
2L_4b_gen	0.77076999	-0.97453247	0.37591025	4	0.97167166	-0.34741697	0.9708485	-0.34749245	1.35	1	0.34048841	0.37291932	0.34044931	0.37289898	0.95119761	-0.97453247	nan	nan	nan	nan	nan	0.98455629	-0.6706844	nan	nan	nan	nan	-5.3396438	R0:N6:S0:1	0.98455629	20a4d9d	v2.1.5	 1.63e-02	 9.37e-03	 3.26e-03	general_bath_1D.py	2023-07-27@14:11
2L_4b_gen	0.78367989	-0.97173393	0.37425608	4	0.9891816	-0.35326758	0.98835722	-0.35328415	1.35	1	0.34242028	0.37553907	0.3423696	0.37550534	0.94972491	-0.97173393	nan	nan	nan	nan	nan	0.98452502	-0.66876012	nan	nan	nan	nan	-5.3656281	R0:N6:S0:1	0.98452502	20a4d9d	v2.1.5	 1.67e-02	 2.55e-03	 2.57e-03	general_bath_1D.py	2023-07-27@14:12
2L_4b_gen	0.77788588	-0.97275032	0.37327395	4	0.98497251	-0.35078906	0.98416489	-0.35085484	1.35	1	0.34141389	0.37436932	0.34137293	0.37434645	0.95077546	-0.97275032	nan	nan	nan	nan	nan	0.98485619	-0.66992065	nan	nan	nan	nan	-5.35391	R0:N6:S0:1	0.98485619	20a4d9d	v2.1.5	 1.65e-02	 3.37e-03	 1.05e-03	general_bath_1D.py	2023-07-27@14:13
2L_4b_gen	0.78223143	-0.96896662	0.37170665	4	0.99096933	-0.35280543	0.99087139	-0.35289634	1.35	1	0.34174689	0.37523231	0.34180368	0.37522442	0.95154321	-0.96896662	nan	nan	nan	nan	nan	0.98515633	-0.66666475	nan	nan	nan	nan	-5.3624798	R0:N6:S0:1	0.98515633	20a4d9d	v2.1.5	 1.64e-02	 1.52e-03	 9.72e-04	general_bath_1D.py	2023-07-27@14:13
2L_4b_gen	0.7853242	-0.97010015	0.37128631	4	0.99382537	-0.35449102	0.9930616	-0.3545415	1.35	1	0.34187657	0.37516102	0.34183705	0.37513801	0.95167438	-0.97010015	nan	nan	nan	nan	nan	0.98501253	-0.66768056	nan	nan	nan	nan	-5.3686173	R0:N6:S0:1	0.98501253	20a4d9d	v2.1.5	 1.62e-02	 2.01e-03	 1.10e-03	general_bath_1D.py	2023-07-27@14:14

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	0.78706706	-0.96774995	0.40576608	4	0.99772895	-0.35486679	0.99697636	-0.35490206	1.45	1	0.34268123	0.37542849	0.34264488	0.37540363	0.99889108	-0.96774995	nan	nan	nan	nan	nan	0.9917447	-0.66724751	nan	nan	nan	nan	-5.5685512	R0:N6:S0:1	0.9917447	20a4d9d	v2.1.5	 8.39e-03	 9.31e-02	 1.00e+06	general_bath_1D.py	2023-07-27@14:15
2L_4b_gen	0.95690493	-0.97030159	0.40250544	4	1.1627595	-0.43728083	1.1628447	-0.43728	1.45	1	0.36259958	0.38710163	0.36261017	0.38711062	0.99685747	-0.97030159	nan	nan	nan	nan	nan	0.99201524	-0.67423753	nan	nan	nan	nan	-5.9086533	R0:N6:S0:1	0.99201524	20a4d9d	v2.1.5	 6.80e-03	 3.79e-02	 3.24e-02	general_bath_1D.py	2023-07-27@14:16
2L_4b_gen	1.0213454	-0.95988014	0.40156574	4	1.2313497	-0.46801513	1.2314831	-0.46799306	1.45	1	0.37084127	0.39260266	0.37084839	0.39260379	0.99874729	-0.95988014	nan	nan	nan	nan	nan	0.9941308	-0.66606577	nan	nan	nan	nan	-6.0373611	R0:N6:S0:1	0.9941308	20a4d9d	v2.1.5	 7.14e-03	 4.42e-03	 9.23e-03	general_bath_1D.py	2023-07-27@14:17
2L_4b_gen	1.0046895	-0.96288428	0.407524	4	1.235635	-0.46072804	1.2355906	-0.46069425	1.45	1	0.36834198	0.39156667	0.36832555	0.39155845	0.99799814	-0.96288428	nan	nan	nan	nan	nan	0.99392824	-0.6700147	nan	nan	nan	nan	-6.0041207	R0:N6:S0:1	0.99392824	20a4d9d	v2.1.5	 6.44e-03	 1.61e-02	 2.83e-03	general_bath_1D.py	2023-07-27@14:18
2L_4b_gen	1.0342554	-0.96457745	0.39169878	4	1.2641092	-0.47472429	1.2641851	-0.47471222	1.45	1	0.37208388	0.39408762	0.37208814	0.39408741	0.99826065	-0.96457745	nan	nan	nan	nan	nan	0.99453673	-0.6718622	nan	nan	nan	nan	-6.0631959	R0:N6:S0:1	0.99453673	20a4d9d	v2.1.5	 6.93e-03	 1.32e-02	 3.96e-03	general_bath_1D.py	2023-07-27@14:19
2L_4b_gen	1.0142196	-0.96318337	0.3233373	4	1.2397497	-0.46534635	1.2398405	-0.46535225	1.45	1	0.36873751	0.39228233	0.36874553	0.39228839	0.99849073	-0.96318337	nan	nan	nan	nan	nan	0.99438653	-0.67038428	nan	nan	nan	nan	-6.0231029	R0:N6:S0:1	0.99438653	20a4d9d	v2.1.5	 7.00e-03	 1.34e-03	 2.60e-03	general_bath_1D.py	2023-07-27@14:19
2L_4b_gen	1.009318	-0.96388752	0.35747695	4	1.2410858	-0.46306017	1.241064	-0.46304252	1.45	1	0.36870996	0.39178437	0.36870661	0.39178357	0.99863192	-0.96388752	nan	nan	nan	nan	nan	0.99434373	-0.67123201	nan	nan	nan	nan	-6.0133591	R0:N6:S0:1	0.99434373	20a4d9d	v2.1.5	 6.47e-03	 1.43e-02	 6.40e-04	general_bath_1D.py	2023-07-27@14:20
2L_4b_gen	1.0255034	-0.9633765	0.33848107	4	1.2684128	-0.47043499	1.2684245	-0.47042339	1.45	1	0.37198198	0.39388037	0.37197688	0.39387971	0.99869948	-0.9633765	nan	nan	nan	nan	nan	0.99484942	-0.6712753	nan	nan	nan	nan	-6.0456278	R0:N6:S0:1	0.99484942	20a4d9d	v2.1.5	 7.61e-03	 2.12e-02	 1.97e-03	general_bath_1D.py	2023-07-27@14:21
2L_4b_gen	0.99006401	-0.96490949	0.40520831	4	1.2299062	-0.45421863	1.2299452	-0.45420799	1.45	1	0.36633678	0.38970938	0.3663332	0.38971064	0.9983276	-0.96490949	nan	nan	nan	nan	nan	0.99428405	-0.67238614	nan	nan	nan	nan	-5.9747543	R0:N6:S0:1	0.99428405	20a4d9d	v2.1.5	 7.14e-03	 4.43e-03	 4.17e-03	general_bath_1D.py	2023-07-27@14:22
2L_4b_gen	1.0054115	-0.96473803	0.35989635	4	1.234897	-0.4613002	1.2347123	-0.46129748	1.45	1	0.36787778	0.39113533	0.36785154	0.39113895	0.9975837	-0.96473803	nan	nan	nan	nan	nan	0.99338126	-0.67154059	nan	nan	nan	nan	-6.0054333	R0:N6:S0:1	0.99338126	20a4d9d	v2.1.5	 8.06e-03	 1.49e-02	 1.97e-03	general_bath_1D.py	2023-07-27@14:23
2L_4b_gen	0.96775152	-0.96421599	0.32699442	4	1.2114417	-0.44315524	1.2114359	-0.44316338	1.45	1	0.36548171	0.38766296	0.36546781	0.38766386	0.99782822	-0.96421599	nan	nan	nan	nan	nan	0.99333383	-0.67043264	nan	nan	nan	nan	-5.9302192	R0:N6:S0:1	0.99333383	20a4d9d	v2.1.5	 7.47e-03	 1.13e-02	 5.30e-03	general_bath_1D.py	2023-07-27@14:24
2L_4b_gen	0.99306231	-0.96315688	0.34707822	4	1.2303261	-0.45508701	1.2303871	-0.45505562	1.45	1	0.36814707	0.39016846	0.36814684	0.39016756	0.99818164	-0.96315688	nan	nan	nan	nan	nan	0.99394902	-0.67012773	nan	nan	nan	nan	-5.980812	R0:N6:S0:1	0.99394902	20a4d9d	v2.1.5	 6.71e-03	 1.27e-02	 3.35e-03	general_bath_1D.py	2023-07-27@14:25
2L_4b_gen	1.022353	-0.96575371	0.4026837	4	1.2513231	-0.46916951	1.251279	-0.46911453	1.45	1	0.3702673	0.39302915	0.37025395	0.3930211	0.99808175	-0.96575371	nan	nan	nan	nan	nan	0.99436559	-0.6729869	nan	nan	nan	nan	-6.0393657	R0:N6:S0:1	0.99436559	20a4d9d	v2.1.5	 7.14e-03	 1.11e-02	 3.95e-03	general_bath_1D.py	2023-07-27@14:26
2L_4b_gen	1.0076538	-0.96421493	0.32837941	4	1.2304247	-0.46234385	1.2304426	-0.46232324	1.45	1	0.36778122	0.39122373	0.3677789	0.39122028	0.99881767	-0.96421493	nan	nan	nan	nan	nan	0.99440631	-0.67066655	nan	nan	nan	nan	-6.0099211	R0:N6:S0:1	0.99440631	20a4d9d	v2.1.5	 7.61e-03	 8.94e-03	 1.80e-03	general_bath_1D.py	2023-07-27@14:26
2L_4b_gen	0.97882438	-0.96258541	0.30199382	4	1.2195985	-0.44825158	1.2196791	-0.44823196	1.45	1	0.36647506	0.38953282	0.36648041	0.3895322	0.99826453	-0.96258541	nan	nan	nan	nan	nan	0.99375595	-0.66999439	nan	nan	nan	nan	-5.9525471	R0:N6:S0:1	0.99375595	20a4d9d	v2.1.5	 5.55e-03	 5.43e-02	 4.66e-03	general_bath_1D.py	2023-07-27@14:27
2L_4b_gen	1.0790892	-0.96179723	0.39713075	4	1.316102	-0.49593323	1.3160166	-0.49591833	1.45	1	0.37817834	0.39844136	0.37816551	0.3984399	0.99914732	-0.96179723	nan	nan	nan	nan	nan	0.99555389	-0.67048886	nan	nan	nan	nan	-6.152893	R0:N6:S0:1	0.99555389	20a4d9d	v2.1.5	 6.55e-03	 2.48e-02	 1.32e-02	general_bath_1D.py	2023-07-27@14:28
2L_4b_gen	1.0303643	-0.96383022	0.32648104	4	1.2727724	-0.47316679	1.2728061	-0.47315929	1.45	1	0.37115823	0.39428968	0.37115959	0.39428759	0.99938184	-0.96383022	nan	nan	nan	nan	nan	0.9954156	-0.67210543	nan	nan	nan	nan	-6.0553011	R0:N6:S0:1	0.9954156	20a4d9d	v2.1.5	 7.73e-03	 2.48e-02	 6.08e-03	general_bath_1D.py	2023-07-27@14:29
2L_4b_gen	0.97594606	-0.96515608	0.29414785	4	1.2312157	-0.44736264	1.2311587	-0.44731783	1.45	1	0.3660452	0.38902417	0.36603167	0.38901486	1.0000816	-0.96515608	nan	nan	nan	nan	nan	0.99541823	-0.673092	nan	nan	nan	nan	-5.9466418	R0:N6:S0:1	0.99541823	20a4d9d	v2.1.5	 7.11e-03	 1.82e-02	 7.16e-03	general_bath_1D.py	2023-07-27@14:30
2L_4b_gen	1.0086125	-0.9622833	0.38457592	4	1.2638348	-0.46284444	1.2637416	-0.46281887	1.45	1	0.36973178	0.39233247	0.36971641	0.39233252	0.99811518	-0.9622833	nan	nan	nan	nan	nan	0.99461234	-0.67068551	nan	nan	nan	nan	-6.0118977	R0:N6:S0:1	0.99461234	20a4d9d	v2.1.5	 6.41e-03	 7.66e-03	 4.36e-03	general_bath_1D.py	2023-07-27@14:31
2L_4b_gen	1.037952	-0.96318496	0.34586792	4	1.2695377	-0.47674454	1.2695301	-0.47671983	1.45	1	0.37188874	0.39429533	0.37188255	0.3942888	0.99859978	-0.96318496	nan	nan	nan	nan	nan	0.99466252	-0.67105114	nan	nan	nan	nan	-6.0704636	R0:N6:S0:1	0.99466252	20a4d9d	v2.1.5	 7.37e-03	 2.41e-02	 4.22e-03	general_bath_1D.py	2023-07-27@14:31
2L_4b_gen	0.98131509	-0.96335993	0.34622921	4	1.2302603	-0.44972266	1.2304837	-0.44968533	1.45	1	0.3667572	0.38944942	0.36677039	0.38945232	0.99913287	-0.96335993	nan	nan	nan	nan	nan	0.99487433	-0.67060086	nan	nan	nan	nan	-5.9573227	R0:N6:S0:1	0.99487433	20a4d9d	v2.1.5	 6.90e-03	 1.38e-02	 7.70e-03	general_bath_1D.py	2023-07-27@14:32
2L_4b_gen	1.0153854	-0.96114182	0.3893916	4	1.252245	-0.46586091	1.2522822	-0.46585727	1.45	1	0.36972554	0.39273752	0.36972044	0.39274246	0.99809829	-0.96114182	nan	nan	nan	nan	nan	0.9943367	-0.66873521	nan	nan	nan	nan	-6.0254687	R0:N6:S0:1	0.9943367	20a4d9d	v2.1.5	 6.83e-03	 1.62e-03	 4.49e-03	general_bath_1D.py	2023-07-27@14:33

model	omega	E_kin	E_pot	U	eb1_1	eb2_1	eb3_1	eb4_1	mu	t	tb1_1	tb2_1	tb3_1	tb4_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	E0_1	sector_1	n_1	githash	version	distance	diff_param	diff_hybrid	script	time	
2L_4b_gen	1.0216953	-0.96187436	0.36029363	4	1.251902	-0.46907542	1.2519139	-0.46905373	1.55	1	0.37011276	0.39272886	0.37010862	0.39272632	1.0021315	-0.96187436	nan	nan	nan	nan	nan	1.0015123	-0.66997815	nan	nan	nan	nan	-6.2379424	R0:N6:S0:1	1.0015123	20a4d9d	v2.1.5	 3.46e-03	 5.75e-02	 1.00e+06	general_bath_1D.py	2023-07-27@14:34
2L_4b_gen	1.2063735	-0.96448804	0.36975985	4	1.3223898	-0.5579518	1.3224564	-0.55796697	1.55	1	0.38628149	0.40186696	0.38630109	0.40187407	0.9984794	-0.96448804	nan	nan	nan	nan	nan	0.99754079	-0.67344855	nan	nan	nan	nan	-6.6074427	R0:N6:S0:1	0.99754079	20a4d9d	v2.1.5	 2.36e-03	 3.80e-02	 2.60e-02	general_bath_1D.py	2023-07-27@14:35
2L_4b_gen	1.3200692	-0.96324764	0.21927043	4	1.3740517	-0.61220883	1.3741292	-0.61223081	1.55	1	0.39694357	0.4088118	0.3969544	0.40881666	0.99971409	-0.96324764	nan	nan	nan	nan	nan	0.99784058	-0.67232051	nan	nan	nan	nan	-6.8348297	R0:N6:S0:1	0.99784058	20a4d9d	v2.1.5	 2.68e-03	 1.20e-02	 1.21e-02	general_bath_1D.py	2023-07-27@14:36
2L_4b_gen	1.2715179	-0.96074486	0.23635984	4	1.3701927	-0.58885454	1.370233	-0.58884114	1.55	1	0.39452449	0.40593351	0.39453	0.40592965	0.99951355	-0.96074486	nan	nan	nan	nan	nan	0.99822524	-0.67051252	nan	nan	nan	nan	-6.7377622	R0:N6:S0:1	0.99822524	20a4d9d	v2.1.5	 2.49e-03	 9.14e-03	 5.09e-03	general_bath_1D.py	2023-07-27@14:37
2L_4b_gen	1.3049321	-0.96296184	0.30191803	4	1.3780114	-0.60527887	1.3778942	-0.60526296	1.55	1	0.3957581	0.40774122	0.39574041	0.40773419	1.0003584	-0.96296184	nan	nan	nan	nan	nan	0.99892216	-0.67277321	nan	nan	nan	nan	-6.8045848	R0:N6:S0:1	0.99892216	20a4d9d	v2.1.5	 2.38e-03	 4.82e-03	 3.73e-03	general_bath_1D.py	2023-07-27@14:38
2L_4b_gen	1.3194886	-0.9647989	0.28281017	4	1.3846109	-0.61215495	1.384329	-0.61213708	1.55	1	0.39671833	0.40927056	0.39668068	0.40926249	0.9988764	-0.9647989	nan	nan	nan	nan	nan	0.99763784	-0.67418119	nan	nan	nan	nan	-6.8337309	R0:N6:S0:1	0.99763784	20a4d9d	v2.1.5	 2.50e-03	 7.46e-03	 1.22e-03	general_bath_1D.py	2023-07-27@14:39
2L_4b_gen	1.3047082	-0.96285021	0.26602438	4	1.3714953	-0.60492991	1.3715481	-0.60492724	1.55	1	0.39572089	0.40790816	0.39571686	0.40791061	0.99868262	-0.96285021	nan	nan	nan	nan	nan	0.99723437	-0.67223865	nan	nan	nan	nan	-6.8041432	R0:N6:S0:1	0.99723437	20a4d9d	v2.1.5	 2.50e-03	 2.41e-03	 1.47e-03	general_bath_1D.py	2023-07-27@14:40
2L_4b_gen	1.2949278	-0.96631193	0.2727532	4	1.3721382	-0.60025464	1.3722566	-0.60025832	1.55	1	0.39573205	0.40690078	0.39574508	0.40690004	1.0002249	-0.96631193	nan	nan	nan	nan	nan	0.99876606	-0.67550403	nan	nan	nan	nan	-6.7846658	R0:N6:S0:1	0.99876606	20a4d9d	v2.1.5	 2.42e-03	 5.14e-03	 9.13e-04	general_bath_1D.py	2023-07-27@14:41
2L_4b_gen	1.3130245	-0.96236933	0.24553751	4	1.3775195	-0.60887748	1.3773439	-0.60886422	1.55	1	0.39636125	0.40885043	0.39634054	0.4088434	0.99991381	-0.96236933	nan	nan	nan	nan	nan	0.9983719	-0.67191684	nan	nan	nan	nan	-6.8207404	R0:N6:S0:1	0.9983719	20a4d9d	v2.1.5	 2.49e-03	 3.50e-03	 1.62e-03	general_bath_1D.py	2023-07-27@14:42
2L_4b_gen	1.2985176	-0.96374442	0.25323666	4	1.3778516	-0.60197548	1.3778754	-0.60199883	1.55	1	0.39579514	0.40773433	0.3958017	0.40774187	0.99962534	-0.96374442	nan	nan	nan	nan	nan	0.99848108	-0.67355602	nan	nan	nan	nan	-6.7918062	R0:N6:S0:1	0.99848108	20a4d9d	v2.1.5	 1.85e-03	 2.89e-02	 1.35e-03	general_bath_1D.py	2023-07-27@14:42
2L_4b_gen	1.3866152	-0.96379759	0.39039731	4	1.4163912	-0.64402398	1.4165024	-0.64402723	1.55	1	0.40257128	0.41447864	0.40259506	0.41448428	0.99916702	-0.96379759	nan	nan	nan	nan	nan	0.99831126	-0.67399255	nan	nan	nan	nan	-6.9680584	R0:N6:S0:1	0.99831126	20a4d9d	v2.1.5	 1.52e-03	 1.50e-02	 7.77e-03	general_bath_1D.py	2023-07-27@14:43
2L_4b_gen	1.4420676	-0.96293927	0.30715303	4	1.4291066	-0.67066606	1.4290945	-0.67068432	1.55	1	0.4056749	0.41834093	0.40566885	0.41833826	1.0000923	-0.96293927	nan	nan	nan	nan	nan	0.99846218	-0.6732849	nan	nan	nan	nan	-7.0784914	R0:N6:S0:1	0.99846218	20a4d9d	v2.1.5	 1.47e-03	 1.60e-02	 4.77e-03	general_bath_1D.py	2023-07-27@14:44
2L_4b_gen	1.449489	-0.9609151	0.2955519	4	1.4606648	-0.67394674	1.4608049	-0.67395426	1.55	1	0.40847571	0.41981019	0.40849577	0.41981405	1.0005279	-0.9609151	nan	nan	nan	nan	nan	0.99900311	-0.67145583	nan	nan	nan	nan	-7.0937203	R0:N6:S0:1	0.99900311	20a4d9d	v2.1.5	 2.23e-03	 3.73e-02	 1.42e-03	general_bath_1D.py	2023-07-27@14:45
2L_4b_gen	1.3303163	-0.96051434	0.39815802	4	1.4140166	-0.61718871	1.4141079	-0.61718884	1.55	1	0.39951599	0.41064146	0.39953119	0.41064292	0.99955246	-0.96051434	nan	nan	nan	nan	nan	0.9989337	-0.6714169	nan	nan	nan	nan	-6.8554103	R0:N6:S0:1	0.9989337	20a4d9d	v2.1.5	 1.60e-03	 2.42e-02	 9.97e-03	general_bath_1D.py	2023-07-27@14:46
2L_4b_gen	1.4247637	-0.95927923	0.24813043	4	1.4290872	-0.66253737	1.4290513	-0.66252363	1.55	1	0.40434314	0.41726803	0.40433965	0.4172665	0.99916853	-0.95927923	nan	nan	nan	nan	nan	0.99784312	-0.67015705	nan	nan	nan	nan	-7.0443916	R0:N6:S0:1	0.99784312	20a4d9d	v2.1.5	 1.48e-03	 1.70e-02	 8.45e-03	general_bath_1D.py	2023-07-27@14:47
2L_4b_gen	1.4512197	-0.96310786	0.37360059	4	1.4603046	-0.67508892	1.4603027	-0.67503855	1.55	1	0.40843177	0.41920834	0.40841896	0.41918666	1.0001375	-0.96310786	nan	nan	nan	nan	nan	0.99891855	-0.67409444	nan	nan	nan	nan	-7.0972971	R0:N6:S0:1	0.99891855	20a4d9d	v2.1.5	 1.45e-03	 3.41e-03	 2.28e-03	general_bath_1D.py	2023-07-27@14:48
